Symbol,Date,RS,RM,Sector,symbol,name,price,volume,%chg
RELIANCE,2022-03-02,100.87855759274287,106.49215911772794,FINANCE,RELIANCE.NS,Reliance Industries Limited,2341.45,8507771,0.61
MUTHOOT,2022-03-02,103.57824610664302,105.12300148337683,FINANCE,MUTHOOTFIN.NS,Muthoot Finance Limited,1020.15,1708935,3.05
BAJAJ,2022-03-02,102.05995891678363,107.05503147935659,FINANCE,BAJFINANCE.NS,Bajaj Finance Limited,5932.20,1740502,3.29
IIFL,2022-03-02,99.67961709776111,-106.81167186700577,FINANCE,IIFL.NS,IIFL Finance Limited,475.75,391568,3.70
ABSL,2022-03-02,102.58319306115602,107.29850246464972,FINANCE,ABSLAMC.NS,Aditya Birla Sun Life AMC Limited,340.60,92801,0.95
RELIANCE,2022-03-03,100.84856641050024,106.89953357896306,FINANCE
MUTHOOT,2022-03-03,103.95546958854844,108.87326690668432,FINANCE
BAJAJ,2022-03-03,101.98533867678991,107.80811382368711,FINANCE
IIFL,2022-03-03,99.68725938833826,-106.55259228873435,FINANCE
ABSL,2022-03-03,102.70321028688919,107.49065727153098,FINANCE
RELIANCE,2022-03-04,100.74200954742838,107.44767897150912,FINANCE
MUTHOOT,2022-03-04,103.74278432820087,107.1687305570458,FINANCE
BAJAJ,2022-03-04,101.77624912192942,109.55135858002113,FINANCE
IIFL,2022-03-04,99.73944931000096,107.40683818922096,FINANCE
ABSL,2022-03-04,102.79607554204979,107.2667714468332,FINANCE
RELIANCE,2022-03-07,100.53282186424244,107.2262656541392,FINANCE
MUTHOOT,2022-03-07,103.79789748020767,107.06961200449153,FINANCE
BAJAJ,2022-03-07,101.25818468195332,106.87448269584911,FINANCE
IIFL,2022-03-07,99.64485826977477,106.47553507320517,FINANCE
ABSL,2022-03-07,102.92085416205458,109.1718476451075,FINANCE
RELIANCE,2022-03-08,100.36545848572801,103.84122415141883,FINANCE
MUTHOOT,2022-03-08,103.86863782118182,106.19212133422452,FINANCE
BAJAJ,2022-03-08,101.21622480213114,104.648511688941,FINANCE
IIFL,2022-03-08,99.71027752233813,106.2271068560456,FINANCE
ABSL,2022-03-08,102.77524292629093,109.9089488274728,FINANCE
RELIANCE,2022-03-09,100.83437569425803,106.2578268658466,FINANCE
MUTHOOT,2022-03-09,104.0778126148717,110.42421207660814,FINANCE
BAJAJ,2022-03-09,101.57123461987992,106.49297846925806,FINANCE
IIFL,2022-03-09,99.81851398505535,107.04697044175388,FINANCE
ABSL,2022-03-09,102.52568972496947,108.02745075721745,FINANCE
RELIANCE,2022-03-10,100.84849187964132,106.27267066996197,FINANCE
MUTHOOT,2022-03-10,103.62201737177799,108.12463652500249,FINANCE
BAJAJ,2022-03-10,101.59719518002557,106.32872595136469,FINANCE
IIFL,2022-03-10,99.78569011107483,107.0837867706141,FINANCE
ABSL,2022-03-10,102.54236026908902,108.68832222209944,FINANCE
RELIANCE,2022-03-11,100.85981535130702,106.83574543953569,FINANCE
MUTHOOT,2022-03-11,103.52713365633596,109.86081924983667,FINANCE
BAJAJ,2022-03-11,101.65249623251644,107.25556627532738,FINANCE
IIFL,2022-03-11,99.74654881928396,107.45120522714156,FINANCE
ABSL,2022-03-11,102.46556369764748,109.08783705695203,FINANCE
RELIANCE,2022-03-14,100.76523057954212,107.19844621727461,FINANCE
MUTHOOT,2022-03-14,103.16137315468987,107.82104070732737,FINANCE
BAJAJ,2022-03-14,101.5424344633767,105.74974699045839,FINANCE
IIFL,2022-03-14,99.64433750930634,107.06068154294007,FINANCE
ABSL,2022-03-14,102.33244442013547,108.03894342707473,FINANCE
RELIANCE,2022-03-15,100.60269516919892,106.47937421321608,FINANCE
MUTHOOT,2022-03-15,103.11427138918788,108.90170984084976,FINANCE
BAJAJ,2022-03-15,101.70118494770145,106.1254580341234,FINANCE
IIFL,2022-03-15,99.60921740919144,107.73495729048086,FINANCE
ABSL,2022-03-15,102.34745995979726,108.58740613729185,FINANCE
RELIANCE,2022-03-16,100.57518521291344,105.21672606391088,FINANCE
MUTHOOT,2022-03-16,102.89888441270337,108.43777071450018,FINANCE
BAJAJ,2022-03-16,101.79290485586718,106.3492708657277,FINANCE
IIFL,2022-03-16,99.45854849361088,107.51327572121363,FINANCE
ABSL,2022-03-16,102.28504420906096,109.52327138536837,FINANCE
RELIANCE,2022-03-17,100.78513130905121,106.00278044974094,FINANCE
MUTHOOT,2022-03-17,102.7559844677428,105.98361242247232,FINANCE
BAJAJ,2022-03-17,101.84463532385438,107.21334375259352,FINANCE
IIFL,2022-03-17,99.34601349046727,106.6674908722181,FINANCE
ABSL,2022-03-17,102.09088902151717,106.74345387682106,FINANCE
RELIANCE,2022-03-21,100.84725301422759,105.18901624745519,FINANCE
MUTHOOT,2022-03-21,102.9955031996071,107.57941945811436,FINANCE
